Código,Descrição,Classificação Fiscal,EAN (Unidade),EAN (Display),EAN  (Caixa),Cod,Grupo,Cod,Familia,Linha
12106033,NESCAU Cer Matinal Sachet 12 16x30g  BR ,1904.10.00      ,7891000367506,7891000069271,7891000069288,107,CEREAIS MATINAIS,43,CEREAIS MATINAIS SACHET,Nestlé
12106220,MUCILON BL Milho Sachet 12x230g BR      ,1901.10.30      ,7891000012123,,7891000012130,102,BABY FOOD,8,MUCILON TRAD SACHET,Nestlé
12106251,MUCILON BL Arroz Aveia Lata 18x400g BR  ,1901.10.30      ,7891000040898,,7891000040904,102,BABY FOOD,7,MUCILON TRAD LATA,Nestlé
12111210,NINHO Lepo Integral Sachet 12x800g BR   ,0402.21.10      ,7891000070765,,7891000070772,113,LEITE EM PO,96,NINHO TRAD/INST SACHET,Nestlé
12112568,NINHO Leite em Po Instantaneo 12x800g BR,0402.21.10      ,7891000071397,,7891000071403,113,LEITE EM PO,96,NINHO TRAD/INST SACHET,Nestlé
12119720,CRUNCH Cereal Matinal 20x330g BR        ,1904.10.00      ,7891000072899,,7891000072905,107,CEREAIS MATINAIS,45,DEMAIS CEREAIS MATINAIS,Nestlé
12127625,MUCILON BL Arroz e Aveia Sachet 9x600gBR,1901.10.30      ,7891000073100,,7891000073117,102,BABY FOOD,8,MUCILON TRAD SACHET,Nestlé
12131230,BONO Bisc Recheado Morango 63x140g BR   ,1905.31.00      ,7891000018774,,7891000076545,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12131234,BONO Bisc Recheado Chocolate 63x140g BR ,1905.31.00      ,7891000018750,,7891000076538,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12131235,NEGRESCO Biscoito Recheado 63x140g BR   ,1905.31.00      ,7891000023808,,7891000076552,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12131861,NESCAU 2.0 ACTGE Achoc Po 30x400gPRRotBR,1806.90.00EX01  ,7891000053508,,7891000053515,104,BEBIDAS POS,16,NESCAU LATA 2.0 400G,Nestlé
12136357,PRESTIGIO Wafer 48x110g BR              ,1905.32.00      ,7891000077924,,7891000077931,105,BISCOITOS,26,BISCOITOS WAFER,Nestlé
12136358,CLASSIC Wafer 48x110g BR                ,1905.32.00      ,7891000077948,,7891000077955,105,BISCOITOS,26,BISCOITOS WAFER,Nestlé
12136359,NEGRESCO Wafer 48x110g BR               ,1905.32.00      ,7891000077962,,7891000077979,105,BISCOITOS,26,BISCOITOS WAFER,Nestlé
12138557,NESTLE Farinha Lactea Trdl Sac 9x600g BR,1901.10.20      ,7891000078518,,7891000078525,106,CEREAIS FAMILIA,36,FARINHA LACTEA SACHET,Nestlé
12142466,NAN COMFOR 1 Formula Infantil 12x400g BR,1901.10.10      ,7891000065389,,7891000065396,111,FORMULAS INFANTIS,70,FAMILIA NAN COMFOR,Nestlé
12146794,PASSATEMPO Mini Wfr Mrg 16 28x20g  BR   ,1905.32.00      ,7891000081211,7891000081228,7891000081235,105,BISCOITOS,26,BISCOITOS WAFER,Nestlé
12146795,PASSATEMPO MiniWfrChoc 16 28x20g BR     ,1905.32.00      ,7891000081242,7891000081259,7891000081266,105,BISCOITOS,26,BISCOITOS WAFER,Nestlé
12150285,NESCAU ACTIGEN-E Bebida Lactea 12x1L BR ,2202.99.00EX01  ,7891000081501,,7891000081518,101,ACHOCOLATADOS RTD,1,RTD 1L,Nestlé
12162314,NESTON 3 Cereais 18x400g N1 BR          ,1104.29.00      ,7891000011300,,17891000009267,106,CEREAIS FAMILIA,39,NESTON 3C LATA,Nestlé
12171055,MUCILON BL Multicereais Sachet 9x600g BR,1901.10.30      ,7891000086131,,7891000086148,102,BABY FOOD,8,MUCILON TRAD SACHET,Nestlé
12171594,BONO Biscoito Recheado Ddl 63x140g BR   ,1905.31.00      ,7891000086193,,7891000086209,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12171631,NEGRESCO BiscRecheadoChocolate 63x140gBR,1905.31.00      ,7891000086216,,7891000086223,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12173473,NESTLE NAN SOY 6x800g BR                ,2106.90.90      ,50000298723,,50000688746,111,FORMULAS INFANTIS,74,FORMULAS ESPECIAIS,Nestlé
12174148,NESTLE PapCrmdeMho e PeitodeFrg 6x170gBR,2104.20.00      ,7891000087213,,7891000087220,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Nestlé
12174456,MOCA Brigadeiro 6x385g BR               ,1901.90.90      ,7891000155806,,7891000087299,114,LEITES CULINARIOS,102,MOCA DOCERIA,Nestlé
12174457,MOCA Beijinho 6x365g BR                 ,1901.90.90      ,7891000155905,,7891000087312,114,LEITES CULINARIOS,102,MOCA DOCERIA,Nestlé
12174458,MOCA Chocolate Cremoso 6x380g BR        ,1901.90.90      ,7891000156209,,7891000087336,114,LEITES CULINARIOS,102,MOCA DOCERIA,Nestlé
12177187,NUTREN KIDS Baunilha 12x350g BR         ,2106.90.30      ,7891000087794,,7891000087800,112,HEALTH SCIENCE,79,NUTREN KIDS,Nestlé
12177188,NUTREN KIDS Chocolate 12x350gBR         ,2106.90.30      ,7891000087817,,7891000087824,112,HEALTH SCIENCE,79,NUTREN KIDS,Nestlé
12182407,CLASSIC Biscoito Recheado 60x140g BR    ,1905.31.00      ,7891000089194,,7891000089200,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12182408,NESCAU Biscoito Recheado 60x140g BR     ,1905.31.00      ,7891000089279,,7891000089286,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12182409,MOCA Biscoito Recheado 60x140g BR       ,1905.31.00      ,7891000089255,,7891000089262,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12182430,PRESTIGIO Biscoito Recheado 60x140g BR  ,1905.31.00      ,7891000089231,,7891000089248,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12184717,NESFIT Biscoito Cacau e Cereais44x200gBR,1905.31.00      ,7891000089798,,7891000089804,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12185062,NESFIT Biscoito Mrg e Cereais 44x200g BR,1905.31.00      ,7891000089859,,7891000089866,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12185378,NUTREN KIDS Morango 12x350g BR          ,2106.90.30      ,7891000089873,,7891000089880,112,HEALTH SCIENCE,79,NUTREN KIDS,Nestlé
12187083,NESTON Bebida Garrafa Plas 4 6x280ml  BR,2202.99.00      ,7891000090732,7891000095751,7891000090046,110,FAST,69,ACHOC. PET REGULAR,Nestlé
12190998,NUTREN 1.0 ACB008-2 12x400g N5 BR       ,2106.90.90      ,7613032993528,,7613033864711,112,HEALTH SCIENCE,75,DEMAIS HCN,Nestlé
12193058,NUTREN JUNIOR ACB002E-1 12x400g N5 BR   ,2106.90.90      ,7610100008962,,7613033901683,112,HEALTH SCIENCE,75,DEMAIS HCN,Nestlé
12196210,LOLLO Chocolate 12 30x28g  BR           ,1806.90.00      ,7891000092606,7891000092613,7891000092620,108,CHOCOLATES NESTLE,54,CANDY BARS NESTLE,Nestlé
12201088,NAN AR Formula Infantil 12x400g N1 BR   ,1901.10.10      ,7891000053232,,7891000053249,111,FORMULAS INFANTIS,74,FORMULAS ESPECIAIS,Nestlé
12203108,NESFIT Biscoito Leite e Mel 44x200g BR  ,1905.31.00      ,7891000919705,,7891000076576,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12203109,NESFIT Biscoito Aveia e Mel 44x200g BR  ,1905.31.00      ,7891000913000,,7891000076569,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12203160,NESFIT Bisc Salgado Integral 50x170g BR ,1905.31.00      ,7891000060407,,7891000060414,105,BISCOITOS,28,NESFIT BISCOITOS SALGADOS,Nestlé
12203162,NESFITBiscSalgadoIntegrGergelim50x170gBR,1905.31.00      ,7891000060421,,7891000060438,105,BISCOITOS,28,NESFIT BISCOITOS SALGADOS,Nestlé
12209006,NAN HA NWH202 12x400g BR                ,0402.21.10      ,4005500073727,,4005500073703,111,FORMULAS INFANTIS,74,FORMULAS ESPECIAIS,Nestlé
12217612,NUTREN SENIOR Po 12x370g BR             ,2106.90.90      ,7891000096482,,7891000096499,112,HEALTH SCIENCE,81,NUTREN SENIOR,Nestlé
12220509,MOCA Morango 6x395g BR                  ,0402.99.00      ,7891000096987,,7891000096994,114,LEITES CULINARIOS,102,MOCA DOCERIA,Nestlé
12220550,MOCA Chocolate Branco 6x395g BR         ,0402.99.00      ,7891000096963,,7891000096970,114,LEITES CULINARIOS,102,MOCA DOCERIA,Nestlé
12223291,MAGGI Sopao Carne Panela 24x200g BR     ,2104.10.11      ,7891000097694,,7891000097700,117,MAGGI,118,SOPAO,Nestlé
12227748,CLASSIC Diet Chocolate 12 22x25g  BR    ,1806.32.10      ,7891000098844,7891000098851,7891000098868,108,CHOCOLATES NESTLE,60,TABLETES NESTLE,Nestlé
12228413,NESTON 3 Cereais Sachet 12x210g BR      ,1104.29.00      ,7891000098950,,7891000098967,106,CEREAIS FAMILIA,40,NESTON 3C SACHET,Nestlé
12228529,NESTLE Farlact Trdl Sachet 24x210g BR   ,1901.10.20      ,7891000099032,,7891000099049,106,CEREAIS FAMILIA,36,FARINHA LACTEA SACHET,Nestlé
12233310,NESFIT Biscoito Coco 44x200g BR         ,1905.31.00      ,7891000100233,,7891000100240,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12234477,NESCAU Cereal Matinal 14x770g BR        ,1904.10.00      ,7891000100448,,7891000100455,107,CEREAIS MATINAIS,47,NESCAU CEREAL,Nestlé
12237906,SNOW FLAKES Cereal Matinal 20x300g BR   ,1904.10.00      ,7891000100721,,7891000100738,107,CEREAIS MATINAIS,49,SNOW,Nestlé
12240800,MOLICO LepoDesnSac TotalCalcio 12x500gBR,0402.21.20      ,7891000101520,,7891000101537,113,LEITE EM PO,86,MOLICO SACHET,Nestlé
12240801,MOLICO Lepo Desn Total Calcio 24x280g BR,0402.21.20      ,7891000101506,,7891000101513,113,LEITE EM PO,84,MOLICO LATA,Nestlé
12241562,NESTON Vitamina Mamao Bna Mc 24x210g BR ,1104.29.00      ,7891000101674,,7891000101681,106,CEREAIS FAMILIA,42,NESTON VITAMINA SACHET,Nestlé
12242943,NESCAU Bebida Garrafa Plas 4 6x270ml  BR,2202.99.00EX01  ,7891000101926,7891000101933,7891000101940,110,FAST,69,ACHOC. PET REGULAR,Nestlé
12243344,MOCA LeiCondTradlLataAbreFacil 48x395gBR,0402.99.00      ,7891000100103,,17891000010010,114,LEITES CULINARIOS,104,MOCA LATA,Nestlé
12245294,MAGGI Base Ervas Finas 15x25g BR        ,2103.90.21      ,7891000102299,,7891000102329,117,MAGGI,119,TEMPEROS SACHET,Nestlé
12245295,MAGGI Base Galinha Caipira 15x25g BR    ,2103.90.21      ,7891000102336,,7891000102343,117,MAGGI,119,TEMPEROS SACHET,Nestlé
12246308,NESTLE Aveia Flocos 28x170g BR          ,1104.12.00      ,7891000102640,,7891000102657,106,CEREAIS FAMILIA,38,NESTLE AVEIA REGULAR,Nestlé
12246309,NESTLE Aveia Flocos Finos 28x170g BR    ,1104.12.00      ,7891000102626,,7891000102633,106,CEREAIS FAMILIA,38,NESTLE AVEIA REGULAR,Nestlé
12248107,NUTREN SENIOR Po 6x740g BR              ,2106.90.90      ,7891000103487,,7891000103494,112,HEALTH SCIENCE,81,NUTREN SENIOR,Nestlé
12248831,MAGGI Base Crocante Requeijao 8x60g BR  ,2103.90.21      ,7891000103890,,7891000103906,117,MAGGI,119,TEMPEROS SACHET,Nestlé
12250611,NESQUIK Morango 24x380g BR              ,1702.90.00      ,7891000104101,,7891000104118,104,BEBIDAS POS,22,NESQUIK,Nestlé
12250938,NESFIT Biscoito Integral 36 6x21g  BR   ,1905.31.00      ,7891000068298,7891000068458,7891000068304,105,BISCOITOS,28,NESFIT BISCOITOS SALGADOS,Nestlé
12250939,NESFIT Bisc Multi Cereais 36 6x21g  BR  ,1905.31.00      ,7891000068311,7891000068441,7891000068328,105,BISCOITOS,28,NESFIT BISCOITOS SALGADOS,Nestlé
12250980,NESFIT Bisc Mix de Gergelim 36 6x21g  BR,1905.31.00      ,7891000104224,7891000104231,7891000104248,105,BISCOITOS,28,NESFIT BISCOITOS SALGADOS,Nestlé
12258001,NAN SL DS103-S 12x400g BR               ,1901.10.90      ,7613034909480,,7613034909497,111,FORMULAS INFANTIS,74,FORMULAS ESPECIAIS,Nestlé
12265912,ALFAMINO ACS001-1 6x400g BR             ,2106.90.90      ,7613033891298,,7613033891304,112,HEALTH SCIENCE,75,DEMAIS HCN,Nestlé
12266902,MOCA Leite Condensado Light 48x410g BR  ,0402.99.00      ,7891000107041,,7891000107058,114,LEITES CULINARIOS,103,MOCA ESPECIAIS,Nestlé
12267784,SURPRESA Carros Ovo de Pascoa 15x150g BR,1806.90.00      ,7891000107355,,7891000107362,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12272048,ALPINO Chocolate Leite 12 18x25g  BR    ,1806.32.10      ,7891000107638,7891000107645,7891000107652,108,CHOCOLATES NESTLE,60,TABLETES NESTLE,Nestlé
12272049,CLASSIC Chocolate Leite 12 18x25g  BR   ,1806.32.10      ,7891000107669,7891000107676,7891000107683,108,CHOCOLATES NESTLE,60,TABLETES NESTLE,Nestlé
12272157,CRUNCH Chocolate 12 18x22 5g  BR        ,1806.32.10      ,7891000107713,7891000107720,7891000107737,108,CHOCOLATES NESTLE,60,TABLETES NESTLE,Nestlé
12272482,SUFLAIR Chocolate Leite 12 20x50g  BR   ,1806.32.10      ,7891000107836,7891000107843,7891000107850,108,CHOCOLATES NESTLE,60,TABLETES NESTLE,Nestlé
12272483,SUFLAIR Chocolate Duo 4 12x110g  BR     ,1806.32.10      ,7891000107805,7891000107812,7891000107829,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12272485,SUFLAIR Chocolate ao Leite 4 12x110g  BR,1806.32.10      ,7891000107744,7891000107751,7891000107768,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12275501,NESC DLC GST EspRistArdenza16Cap3x112gXQ,0901.21.00      ,7613035177611,,7613035177628,109,DOLCE GUSTO,63,16 CAPS IMPULSO,Nestlé
12278536,PASSATEMPO Cookie Gotas Choc 52x60g BR  ,1905.31.00      ,7891000109298,,7891000109304,105,BISCOITOS,24,BISCOITOS COOKIES,Nestlé
12279212,NESFIT Bebida de Aveia Integral 12x1L BR,2202.99.00      ,7891000109670,,7891000109687,103,BEBIDAS NESFIT,10,NESFIT 1L,Nestlé
12279213,NESFIT Bebida de Arroz Integral 12x1L BR,2202.99.00      ,7891000109694,,7891000109700,103,BEBIDAS NESFIT,10,NESFIT 1L,Nestlé
12279215,NESTLE FarinhaLactea Multigraos24x380gBR,1901.10.20      ,7891000109717,,7891000109724,106,CEREAIS FAMILIA,35,FARINHA LACTEA LATA,Nestlé
12280410,NESFIT Bisc Cacau e Cereais 55x120g BR  ,1905.31.00      ,7891000109861,,7891000109878,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12280693,NINHO Po Zero Lactose 24x380g BR        ,1901.10.10      ,7891000109908,,7891000109915,113,LEITE EM PO,97,NINHO ZERO LATA,Nestlé
12281886,NAN COMFOR 1 Formula Infantil 6x800gN1BR,1901.10.10      ,7891000071625,,7891000071632,111,FORMULAS INFANTIS,70,FAMILIA NAN COMFOR,Nestlé
12281888,NAN COMFOR 3 Formula Infantil 6x800gN2BR,1901.10.10      ,7891000097649,,7891000097656,111,FORMULAS INFANTIS,70,FAMILIA NAN COMFOR,Nestlé
12281889,NAN COMFOR 2 Formula Infantil 6x800gN3BR,1901.10.10      ,7891000079515,,7891000079522,111,FORMULAS INFANTIS,70,FAMILIA NAN COMFOR,Nestlé
12282735,NESC DLCGST Crtd EspMac 16Cap3x100 8g BR,2101.12.00      ,7613032396350,,7613033135453,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
12282869,NESCAFE DLC GST Esp Inso 16Cap3x128gN1BR,0901.21.00      ,7613031526406,,7613031529681,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
12282903,NESC DLC GST CafeAuLait 16Cap 3x160g BR ,2101.12.00      ,7613033174728,,7613033174735,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
12283164,NESCAFE DLC GST Espresso 16Cap 3x96g BR ,0901.21.00      ,7501059273252,,17501059273259,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
12283202,NESCAFE DLC GST Chococino 16Cap 3x270gBR,1806.90.00EX01  ,7501059273283,,17501059273280,109,DOLCE GUSTO,63,16 CAPS IMPULSO,Nestlé
12290967,NESCAFE BebidaGarrafa Plas 4 6x270ml  BR,2202.99.00EX01  ,7891000110829,7891000110836,7891000110843,110,FAST,69,ACHOC. PET REGULAR,Nestlé
12300627,NESLAC Composto Lacteo 6x800g N1 BR     ,1901.10.10      ,7891000106099,,7891000106105,115,LEITES DE CRESCIMENTO,105,NESLAC COMFOR,Nestlé
12301285,NINHO 3  PBIO3 Fases Lepo 24x400g N3 BR ,1901.10.10      ,7891000003404,,17891000003142,115,LEITES DE CRESCIMENTO,108,NINHO FASES 400G,Nestlé
12301288,NINHO 1  PBIO1 Fases Lepo 24x400g N3 BR ,1901.10.10      ,7891000001080,,17891000000950,115,LEITES DE CRESCIMENTO,108,NINHO FASES 400G,Nestlé
12302037,NINHO 1  PREBIO 1 Fases Lepo 6x800g N2BR,1901.10.10      ,7891000062661,,7891000062678,115,LEITES DE CRESCIMENTO,109,NINHO FASES 800G,Nestlé
12302061,NESC DLC GST Esp Barista 16Cap 3x120g BR,0901.21.00      ,7613033026720,,7613033026737,109,DOLCE GUSTO,63,16 CAPS IMPULSO,Nestlé
12302066,NESC DOLCE GUSTO Capp 16Cap 3x200g BR   ,2101.12.00      ,7501059273276,,17501059273273,109,DOLCE GUSTO,63,16 CAPS IMPULSO,Nestlé
12303027,MUCILON BL Ameixa e Aveia 12x180g BR    ,1901.10.30      ,7891000113295,,7891000113301,102,BABY FOOD,8,MUCILON TRAD SACHET,Nestlé
12304359,NESTOGENO 2 Formula Infantil 6x800g N2BR,1901.10.10      ,7891000062760,,7891000062777,111,FORMULAS INFANTIS,73,FAMILIA NESTOGENO,Nestlé
12304440,NESTOGENO 2 Formula Infantil 12x400gN2BR,1901.10.10      ,7891000056615,,7891000056622,111,FORMULAS INFANTIS,73,FAMILIA NESTOGENO,Nestlé
12304441,NESTOGENO 1 Formula Infantil 6x800g N2BR,1901.10.10      ,7891000062722,,7891000062739,111,FORMULAS INFANTIS,73,FAMILIA NESTOGENO,Nestlé
12304442,NESTOGENO 1 Formula Infantil 12x400gN2BR,1901.10.10      ,7891000056523,,7891000056530,111,FORMULAS INFANTIS,73,FAMILIA NESTOGENO,Nestlé
12307592,NESFIT Cereal Matinal Sachet 20x120g BR ,1904.10.00      ,7891000114926,,7891000114933,107,CEREAIS MATINAIS,43,CEREAIS MATINAIS SACHET,Nestlé
12307594,MOCA FLAKES Cereal Mat Sachet 20x120g BR,1904.10.00      ,7891000050927,,7891000116111,107,CEREAIS MATINAIS,43,CEREAIS MATINAIS SACHET,Nestlé
12307595,NESCAU Cereal Matinal Sachet 20x120g BR ,1904.10.00      ,7891000070673,,7891000116104,107,CEREAIS MATINAIS,43,CEREAIS MATINAIS SACHET,Nestlé
12307596,SNOW FLAKES Cer Mat sachet 20x120g BR   ,1904.10.00      ,7891000050880,,7891000116128,107,CEREAIS MATINAIS,43,CEREAIS MATINAIS SACHET,Nestlé
12309231,MAGGI Base Crocante Cebola 8x60g BR     ,2103.90.21      ,7891000116081,,7891000116227,117,MAGGI,119,TEMPEROS SACHET,Nestlé
12309307,MAGGI Base Limao 15x25g BR              ,2103.90.21      ,7891000116098,,7891000116241,117,MAGGI,119,TEMPEROS SACHET,Nestlé
12310647,NESCAU2.0AchocPo12 700 100 gPR100gGrtsBR,1806.90.00EX01  ,7891000116333,,7891000116340,104,BEBIDAS POS,20,NESCAU SACHET 2.0 800G,Nestlé
12314062,NESCAU ACTGE BLactea 3 9x200ml  PRL9P8BR,2202.99.00EX01  ,7891000117675,,7891000117682,101,ACHOCOLATADOS RTD,3,RTD 200ML REGULAR,Nestlé
12316706,PRESTIGIO Dark Chocolate 18 30x33g  BR  ,1806.90.00      ,7891000118580,7891000118597,7891000118603,108,CHOCOLATES NESTLE,54,CANDY BARS NESTLE,Nestlé
12316709,NESFIT Bisc Laranja e Cenoura 44x200g BR,1905.31.00      ,7891000118610,,7891000118627,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12317425,NESFIT Bisc Banana Ava e Canl 44x200g BR,1905.31.00      ,7891000118818,,7891000118825,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12318313,NESCAFE DLC GST Nescau 16Cap 3x272g BR  ,1806.90.00EX01  ,7891000118924,,7891000118931,109,DOLCE GUSTO,63,16 CAPS IMPULSO,Nestlé
12318444,NESCAU 3.0 ACT-GO Achoc Po 30x380g BR   ,1806.90.00EX01  ,7891000118962,,7891000118979,104,BEBIDAS POS,17,NESCAU LATA 3.0 380G,Nestlé
12319056,NESC DLC GST Caffe Matinal 16Cap3x144gBR,0901.21.00      ,7613033279461,,7613033279478,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
