Código,Descrição,Classificação Fiscal,EAN (Unidade),EAN (Display),EAN  (Caixa),Cod,Grupo,Cod,Familia,Linha
12396179,CRUNCH Chocolate 4 14x90g  BR           ,1806.32.10      ,7891000277072,7891000277089,7891000277096,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12396191,DIPLOMATA Chocolate 4 14x90g  BR        ,1806.32.10      ,7891000276990,7891000277003,7891000277010,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12396192,CRUNCH Amendoim 4 14x90g  BR            ,1806.32.10      ,7891000276952,7891000276969,7891000276976,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12396208,CLASSIC Chocolate ao Leite 4 14x90g  BR ,1806.32.10      ,7891000276914,7891000276921,7891000276938,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12396209,CLASSIC Choc Meio Amargo 4 14x90g  BR   ,1806.32.10      ,7891000276877,7891000276884,7891000276891,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12396270,CLASSIC Duo Chocolate 4 14x90g  BR      ,1806.32.10      ,7891000276839,7891000276846,7891000276853,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12396271,CLASSIC Prestigio 4 14x90g  BR          ,1806.32.10      ,7891000276792,7891000276808,7891000276815,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Nestlé
12396623,KITKAT Ovo de Pascoa 15x227g BR         ,1806.90.00      ,7891000277188,,7891000277195,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12396624,KITKAT White Ovo de Pascoa 15x227g BR   ,1704.90.10      ,7891000277218,,7891000277225,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12396630,KITKAT Ovo de Pascoa 15x332g BR         ,1806.90.00      ,7891000277249,,7891000277256,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12398651,NESCAU SNOW FLAKES CerMat 10x510g PRPMBR,1904.10.00      ,7891000277843,,7891000277850,107,CEREAIS MATINAIS,47,NESCAU CEREAL,Nestlé
12398672,BONO Bisc Recheado Limao 63x140g BR     ,1905.31.00      ,7891000277928,,7891000277935,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12399086,NESQUIK Bebida Lactea Mrg 27x200ml BR   ,2202.99.00      ,7891000389201,,17891000038922,101,ACHOCOLATADOS RTD,2,RTD 200ML ESPECIAIS,Nestlé
12399575,NESCAU ACTGE BLacteaZeroLact 27x200ml BR,2202.99.00EX01  ,7891000110874,,7891000110881,101,ACHOCOLATADOS RTD,2,RTD 200ML ESPECIAIS,Nestlé
12399576,NESCAU Bebida Lactea Light 27x200m BR   ,2202.99.00EX01  ,7891000023167,,7891000023181,101,ACHOCOLATADOS RTD,2,RTD 200ML ESPECIAIS,Nestlé
12399748,NINHO Leite Liq c  Mrg Bna 27x200ml BR  ,2202.99.00      ,7891000077610,,7891000077627,113,LEITE EM PO,93,NINHO RTD,Nestlé
12400662,MAGGI Crm Ceb Menos Sodio 12 12x61g  BR ,2104.10.11      ,7891000279380,7891000279397,7891000283042,117,MAGGI,116,DEMAIS SOPAS,Nestlé
12400747,NAN SUPREME 1 NWHP308 12x400g BR        ,1901.10.10      ,7613034431561,,7613034431578,111,FORMULAS INFANTIS,72,FAMILIA NAN SUPREME,Nestlé
12402770,NINHO 1  PREBIO1FasesLata6x800g PR10  BR,1901.10.10      ,7891000279762,,7891000279779,115,LEITES DE CRESCIMENTO,109,NINHO FASES 800G,Nestlé
12402771,MOCA Churros Cereal Matinal 24x210g BR  ,1904.10.00      ,7891000279809,,7891000279816,107,CEREAIS MATINAIS,45,DEMAIS CEREAIS MATINAIS,Nestlé
12404449,MAGGI Deu Liga Base Cebola 12 12x61g  BR,2103.90.21      ,7891000280508,7891000280522,7891000280539,117,MAGGI,119,TEMPEROS SACHET,Nestlé
12405654,NINHO 1  PREBIO1 FasesLata3x1600gPR20 BR,1901.10.10      ,7891000282236,,7891000282243,115,LEITES DE CRESCIMENTO,109,NINHO FASES 800G,Nestlé
12406053,MUCILON BL MltrsSac 9 500 100 gPR100g BR,1901.10.30      ,7891000282625,,7891000282632,102,BABY FOOD,8,MUCILON TRAD SACHET,Nestlé
12406109,NESTLE Aveia Flocos Organico 28x170g BR ,1104.12.00      ,7891000282700,,7891000282717,106,CEREAIS FAMILIA,37,NESTLE AVEIA ORGANICA,Nestlé
12406131,NESTLE CLASSIC Achoc Po 24x200g BR      ,1806.90.00EX01  ,7891000283219,,7891000283226,104,BEBIDAS POS,12,ACHOC. SAZONAIS,Nestlé
12406317,NINHO 3  PBIO3 Fases Lepo 6x800g BR     ,1901.10.10      ,7891000282809,,7891000282816,115,LEITES DE CRESCIMENTO,109,NINHO FASES 800G,Nestlé
12406547,GALAK Achoc Po 24x200g BR               ,1702.90.00      ,7891000283004,,7891000283011,104,BEBIDAS POS,12,ACHOC. SAZONAIS,Nestlé
12406734,NESC Serras Solu Fco 24x90g BR          ,2101.11.10      ,7891000283325,,7891000283332,118,NESCAFE,129,ORIGENS SOLUVEL,Nestlé
12406735,NESC Sao Solu Fco 24x90g BR             ,2101.11.10      ,7891000283363,,7891000283370,118,NESCAFE,129,ORIGENS SOLUVEL,Nestlé
12406736,NESC Chapada Solu Fco 24x90g BR         ,2101.11.10      ,7891000283400,,7891000283417,118,NESCAFE,129,ORIGENS SOLUVEL,Nestlé
12406737,NESC Serras Torr Mdo Lata 12x250g BR    ,0901.21.00      ,7891000283448,,7891000283455,118,NESCAFE,130,ORIGENS T&M,Nestlé
12406776,KIT KAT Tablete Morango 4 14x102g  BR   ,1905.32.00      ,7891000283486,7891000283493,7891000283509,108,CHOCOLATES NESTLE,58,KIT KAT TABLETES,Nestlé
12406779,KIT KAT Tablete Limao 4 14x102g  BR     ,1905.32.00      ,7891000283530,7891000283547,7891000283554,108,CHOCOLATES NESTLE,58,KIT KAT TABLETES,Nestlé
12406965,NESC Chapada Torr Mdo Lata 12x250g BR   ,0901.21.00      ,7891000283622,,7891000283639,118,NESCAFE,130,ORIGENS T&M,Nestlé
12406966,NESC SaoSebastiaoTorrMoidoLata 12x250gBR,0901.21.00      ,7891000283660,,7891000283677,118,NESCAFE,130,ORIGENS T&M,Nestlé
12406967,NESCAFE GOLD TorrMoidoSuaveSac 12x250gBR,0901.21.00      ,7891000283707,,7891000283714,118,NESCAFE,122,GOLD T&M,Nestlé
12406968,NESCAFE GOLDTorrMoidoIntensoSac12x250gBR,0901.21.00      ,7891000283745,,7891000283752,118,NESCAFE,122,GOLD T&M,Nestlé
12406969,NESC GOLD TorrMdoEquilibradoSac12x250gBR,0901.21.00      ,7891000283783,,7891000283790,118,NESCAFE,122,GOLD T&M,Nestlé
12407027,NESCAFE GOLD INTENSO Fco Sgnt 6x100g XQ ,2101.11.10      ,7613037064322,,7613037064339,118,NESCAFE,121,GOLD SOLUVEL,Nestlé
12407028,NESCAFE GOLD BLEND Fco Sgnt 6x100g XQ   ,2101.11.10      ,7613037064643,,7613037064650,118,NESCAFE,121,GOLD SOLUVEL,Nestlé
12407264,PASSATEMPO Seco e Doce Flocos 54x150g BR,1905.31.00      ,7891000283950,,7891000283967,105,BISCOITOS,32,PASSATEMPO BISCOITOS SECOS & DOCES,Nestlé
12407265,PASSATEMPO Seco e Doce Morango 54x150gBR,1905.31.00      ,7891000283998,,7891000284001,105,BISCOITOS,32,PASSATEMPO BISCOITOS SECOS & DOCES,Nestlé
12407266,PASSATEMPO ChocoMix SecoeDoce 54x150g BR,1905.31.00      ,7891000284032,,7891000284049,105,BISCOITOS,32,PASSATEMPO BISCOITOS SECOS & DOCES,Nestlé
12408234,NESCAU 2.0 ACTGOAchocPoSachet 12x900g BR,1806.90.00EX01  ,7891000284117,,7891000284124,104,BEBIDAS POS,20,NESCAU SACHET 2.0 800G,Nestlé
12408235,NESCAFE MATINAL Fco 12x160g BR          ,2101.11.10      ,7891000284155,,7891000284162,118,NESCAFE,127,NESCAFE VIDRO 160G,Nestlé
12408255,NESCAFE ORIGINAL Fco 12x160g BR         ,2101.11.10      ,7891000284193,,7891000284209,118,NESCAFE,127,NESCAFE VIDRO 160G,Nestlé
12408256,NESCAFE TRADICAO Fco 12x160g BR         ,2101.11.10      ,7891000284230,,7891000284247,118,NESCAFE,127,NESCAFE VIDRO 160G,Nestlé
12408472,KIT KAT Tablete Maracuja 4 14x102g  BR  ,1905.32.00      ,7891000284384,7891000284391,7891000284407,108,CHOCOLATES NESTLE,58,KIT KAT TABLETES,Nestlé
12408474,NEGRESCO Bisc Rech SvtMorango 63x140g BR,1905.31.00      ,7891000284483,,7891000284476,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12408532,NESCAU MaxCerealBebidaGarr 4 6x260ml  BR,2202.99.00EX01  ,7891000284599,,7891000284605,110,FAST,68,ACHOC. PET ESPECIAIS,Nestlé
12408533,GALAK Bebida Garr 4 6x270ml  BR         ,2202.99.00      ,7891000284636,,7891000284643,110,FAST,69,ACHOC. PET REGULAR,Nestlé
12408542,BONO Bisc Rech Churros 63x140g BR       ,1905.31.00      ,7891000284568,,7891000284551,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12408826,MOLICO LepoParcialDesn Fibras24x260gBR  ,1901.10.10      ,7891000285015,,7891000285022,113,LEITE EM PO,83,MOLICO ESPECIAIS,Nestlé
12408873,NINHO Leite em Po Semi Desn 24x350g BR  ,0402.21.20      ,7891000284971,,7891000284988,113,LEITE EM PO,91,NINHO LEVINHO LATA,Nestlé
12408881,NINHO Lepo Hora da Escola 12x350g BR    ,1901.10.10      ,7891000285053,,7891000285060,113,LEITE EM PO,88,NINHO ESPECIAIS,Nestlé
12408917,NINHO Lepo Hora de Dormir 12x350g BR    ,1901.10.10      ,7891000285138,,7891000285145,113,LEITE EM PO,88,NINHO ESPECIAIS,Nestlé
12408971,GALAK CookieGotasChocBranco 52 3x20g  BR,1905.31.00      ,7891000287552,7891000285176,7891000285183,105,BISCOITOS,24,BISCOITOS COOKIES,Nestlé
12408972,ALPINO Cookie Gotas Choc 52 3x20g BR    ,1905.31.00      ,7891000287521,7891000285213,7891000285220,105,BISCOITOS,24,BISCOITOS COOKIES,Nestlé
12409492,NDG EspRistArdenza 16Cap3x112g XQ       ,0901.21.00      ,7613035177611,,7613035177628,109,DOLCE GUSTO,63,16 CAPS IMPULSO,Nestlé
12409656,BONO Wafer Alpino 48x110g BR            ,1905.32.00      ,7891000285541,,7891000285558,105,BISCOITOS,26,BISCOITOS WAFER,Nestlé
12409925,BONO Wafer Mrg Sensacao 48x110g BR      ,1905.32.00      ,7891000285626,,7891000285633,105,BISCOITOS,26,BISCOITOS WAFER,Nestlé
12410104,NESC DLC GST Lungo 16Caps 3x112g BR     ,0901.21.00      ,7501059273245,,17501059273242,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
12410107,MAGGI Caldo Po Carne 96x35g BR          ,2104.10.11      ,7891000285800,,7891000285817,117,MAGGI,115,CALDOS,Nestlé
12410129,MAGGI Caldo Po Galinha 96x35g BR        ,2104.10.11      ,7891000285848,,7891000285855,117,MAGGI,115,CALDOS,Nestlé
12410185,NESCAFE GOLD ESPRESSO Fco 6x100g BR     ,2101.11.10      ,7613037094732,,7613037095340,118,NESCAFE,121,GOLD SOLUVEL,Nestlé
12410440,NESTON 3 Cereais Sachet 12x210g N1 BR   ,1104.29.00      ,7891000098950,,7891000098967,106,CEREAIS FAMILIA,40,NESTON 3C SACHET,Nestlé
12410450,NESTON 3 Cereais 18x400g N2 BR          ,1104.29.00      ,7891000011300,,17891000009267,106,CEREAIS FAMILIA,39,NESTON 3C LATA,Nestlé
12410607,MOCA Doce de Leite Coco 48x370g BR      ,1901.90.20      ,7891000286104,,7891000286111,114,LEITES CULINARIOS,101,MOCA DOCE DE LEITE,Nestlé
12413303,PSTMP Bisc Rech Mrg Chambinho 32x80g BR ,1905.31.00      ,7891000287040,,7891000287057,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Nestlé
12414668,NESTLE Farinha Lactea 9x600g L600P500gBR,1901.10.20      ,7891000287453,,7891000287460,106,CEREAIS FAMILIA,36,FARINHA LACTEA SACHET,Nestlé
12415629,NESFIT Bisc Morango e Cereais 45x140g BR,1905.31.00      ,7891000287576,,7891000287583,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12415638,NESFIT Bisc Cacau e Cereais 45x140g BR  ,1905.31.00      ,7891000287613,,7891000287620,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12417921,MAGGI Caldo Legumes MenosSodio 180x57gBR,2104.10.11      ,7891000288313,,7891000288320,117,MAGGI,115,CALDOS,Nestlé
12417931,MAGGI Caldo LegumesMenosSodio 100x114gBR,2104.10.11      ,7891000288276,,7891000288283,117,MAGGI,115,CALDOS,Nestlé
12417938,NEGRESCO Bisc Rech Fininho 8 14x57g  BR ,1905.31.00      ,7891000288405,7891000288412,7891000288429,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12417972,NEGRESCO Bisc Rech MegaRecheio 72x96g BR,1905.31.00      ,7891000288368,,7891000288375,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12418204,NESTON 3 Cereais Sachet 9x600g N2 BR    ,1104.29.00      ,7891000288474,,7891000288481,106,CEREAIS FAMILIA,40,NESTON 3C SACHET,Nestlé
12420203,NESFIT Coco 4 6x260ml  BR               ,2202.99.00      ,7891000289785,,7891000289792,103,BEBIDAS NESFIT,11,NESFIT 260ML,Nestlé
12420220,NESFIT Delice Bisc CacaueAvela 45x140gBR,1905.31.00      ,7891000289709,,7891000289716,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12420221,NESFIT DeliceBiscMacaeCanela 45x140g BR ,1905.31.00      ,7891000289747,,7891000289754,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12420222,MOLICO Omega 12x260g BR                 ,1901.10.10      ,7891000289860,,7891000289877,113,LEITE EM PO,83,MOLICO ESPECIAIS,Nestlé
12420287,NESTLE Aveia Flocos 14x340g BR          ,1104.12.00      ,7891000289945,,7891000289952,106,CEREAIS FAMILIA,38,NESTLE AVEIA REGULAR,Nestlé
12424166,ALPINO Panettone Gateau 18x400g BR      ,1905.20.10      ,7891000292006,,7891000292013,105,BISCOITOS,30,PANETTONE,Nestlé
12424178,NESC DOLCE GUSTO Capp 16Caps 3x188g BR  ,2101.12.00      ,7891000291900,,7891000291917,109,DOLCE GUSTO,63,16 CAPS IMPULSO,Nestlé
12424185,NESTONUTRI CmptoLact Lt 6x800g N1 BR    ,1901.10.10      ,7891000255544,,7891000255551,115,LEITES DE CRESCIMENTO,107,NESTONUTRI 800G,Nestlé
12424189,NESTOGENO 2 Formula Infantil 6x800g N3BR,1901.10.10      ,7891000062760,,7891000062777,111,FORMULAS INFANTIS,73,FAMILIA NESTOGENO,Nestlé
12424192,NESTOGENO 1 Formula Infantil 6x800g N3BR,1901.10.10      ,7891000062722,,7891000062739,111,FORMULAS INFANTIS,73,FAMILIA NESTOGENO,Nestlé
12424483,NESTOGENO 1 Formula Infantil 12x400gN3BR,1901.10.10      ,7891000056523,,7891000056530,111,FORMULAS INFANTIS,73,FAMILIA NESTOGENO,Nestlé
12424484,NESTOGENO 2 Formula Infantil 12x400gN3BR,1901.10.10      ,7891000056615,,7891000056622,111,FORMULAS INFANTIS,73,FAMILIA NESTOGENO,Nestlé
12424986,ALPINO Ovo de Pascoa 15x337g BR         ,1806.90.00      ,7891000292518,,7891000292525,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12428663,ESPECIALIDADES Bombons 30x251g BR       ,1806.90.00      ,7891000295304,,7891000295311,108,CHOCOLATES NESTLE,53,CAIXAS NESTLE,Nestlé
12429007,NUTREN Protein Chocolate Po 12x400g BR  ,2106.90.30      ,7891000295458,,7891000295465,112,HEALTH SCIENCE,80,NUTREN PROTEIN,Nestlé
12429016,NUTREN Protein Baunilha Po 12x400g BR   ,1901.90.90      ,7891000295410,,7891000295427,112,HEALTH SCIENCE,80,NUTREN PROTEIN,Nestlé
12430225,NEGRESCO Achoc Po 24x200g BR            ,1806.90.00EX01  ,7891000297490,,7891000297506,104,BEBIDAS POS,12,ACHOC. SAZONAIS,Nestlé
12430233,PRESTIGIO Achoc Po 24x200g BR           ,1806.90.00EX01  ,7891000297414,,7891000297421,104,BEBIDAS POS,12,ACHOC. SAZONAIS,Nestlé
12432070,NESCAU Ovo de Pascoa NBA 15x150g BR     ,1806.90.00      ,7891000298763,,7891000298770,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12432495,NESCDLCGSTCflait Desn 16Caps 3x160g BR  ,2101.12.00      ,7891000299098,,7891000299104,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
12433115,KIT KAT Mini Ovos de Pascoa 20x90g BR   ,1806.90.00      ,7891000299579,,7891000299586,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12433131,ALPINO Mini Ovos de Pascoa 20x90g BR    ,1806.90.00      ,7891000299616,,7891000299623,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12433140,SURPRESA Mini Ovos de Pascoa 20x90g BR  ,1806.90.00      ,7891000299531,,7891000299548,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12434938,SURPRESA Ovo Pasc Espaco 15x150g BR     ,1806.90.00      ,7891000301197,,7891000301203,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12434940,SURPRESA Ovo Pascoa Lol Bolsa 6x150g BR ,1806.90.00      ,7891000301234,,7891000301241,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12435369,CHEERIOS HONEY Cer Matinal 24x210g BR   ,1904.10.00      ,7891000301517,,7891000301524,107,CEREAIS MATINAIS,44,CHEERIOS,Nestlé
12435579,KIT KAT Coelho 12 12x29g  BR            ,1806.90.00      ,7891000301609,7891000301623,7891000301630,119,PASCOA,131,OVOS DE PASCOA NESTLE,Nestlé
12437247,PRESTIGIO Bebida Garrafa 24x270ml BR    ,2202.99.00EX01  ,7891000302248,,7891000302255,110,FAST,69,ACHOC. PET REGULAR,Nestlé
12437280,NESCAU CerMat 60 Menos Acucar 24x200g BR,1904.10.00      ,7891000302286,,7891000302293,107,CEREAIS MATINAIS,47,NESCAU CEREAL,Nestlé
12437798,NDG Cafe Caseiro Inso 16 Caps 3x144g BR ,0901.21.00      ,7891000302644,,7891000302651,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
12437801,NESCDLCGST Cafe Caseiro 16 Cap 3x128g BR,0901.21.00      ,7891000302606,,7891000302613,109,DOLCE GUSTO,64,16 CAPS TODO DIA,Nestlé
12439441,BONO Bisc Rech MegaRech Choc 36x96g BR  ,1905.31.00      ,7891000304518,,7891000304525,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12439442,NESFIT Biscoito Cacau e Cereais48x160gBR,1905.31.00      ,7891000304556,,7891000304563,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12439443,NESFIT Biscoito Leite e Mel 48x160g BR  ,1905.31.00      ,7891000304679,,7891000304686,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12439444,NESFIT Bisc Laranja e Cenoura 48x160g BR,1905.31.00      ,7891000304754,,7891000304761,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12439450,BONO Bisc Rech Fininho Ddl 44x57g BR    ,1905.31.00      ,7891000304464,,7891000304488,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12439451,NESFIT Biscoito Mrg e Cereais 48x160g BR,1905.31.00      ,7891000304594,,7891000304600,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12439452,NESFIT Biscoito Aveia e Mel 48x160g BR  ,1905.31.00      ,7891000304631,,7891000304648,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12439453,NESFIT Biscoito LimaoeCereais 48x160g BR,1905.31.00      ,7891000304716,,7891000304723,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12439496,NESFIT Biscoito Coco 48x160g BR         ,1905.31.00      ,7891000304792,,7891000304990,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12439508,NESFIT Bisc Banana Ava e Canl 48x160g BR,1905.31.00      ,7891000304839,,7891000304846,105,BISCOITOS,29,NESFIT BISCOITOS SECOS & DOCES,Nestlé
12439521,BONO Bisc Rech Fininho Choc 44x57g BR   ,1905.31.00      ,7891000304877,,7891000304891,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12439770,MOCA Leite Condensado Light 27x410g BR  ,0402.99.00      ,7891000107041,,7891000306376,114,LEITES CULINARIOS,103,MOCA ESPECIAIS,Nestlé
12439789,BONO Biscoito Recheado Ddl 60x126g BR   ,1905.31.00      ,7891000305270,,7891000305287,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12439813,BONO Bisc Recheado Morango 60x126g BR   ,1905.31.00      ,7891000305195,,7891000305201,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Nestlé
12440848,MOCA Leite Condensado Caixinha 27x340gBR,0402.99.00      ,7891000305553,,7891000305560,114,LEITES CULINARIOS,100,MOCA CAIXINHA,Nestlé
12440872,NESTON BebGarrProtBnaMaca 24x280ml BR   ,2202.99.00      ,7891000305690,,7891000305706,110,FAST,68,ACHOC. PET ESPECIAIS,Nestlé
12441250,PSTMP Bisc Super Rech Choc 28x96g BR    ,1905.31.00      ,7891000306284,,7891000306291,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Nestlé
